,label
8044,not clickbait
1587,clickbait
3525,not clickbait
5718,clickbait
3957,not clickbait
5791,clickbait
1383,not clickbait
3843,clickbait
9662,clickbait
7507,clickbait
4048,not clickbait
8612,clickbait
14167,clickbait
9596,clickbait
1734,not clickbait
5876,clickbait
3555,not clickbait
4219,not clickbait
7108,clickbait
77,clickbait
13474,clickbait
1840,clickbait
13057,clickbait
9904,clickbait
13324,clickbait
8224,not clickbait
12958,clickbait
1613,not clickbait
5493,clickbait
6396,not clickbait
3884,not clickbait
4605,clickbait
7539,not clickbait
8941,clickbait
856,not clickbait
11330,not clickbait
2235,not clickbait
11358,not clickbait
5089,not clickbait
8717,clickbait
11436,clickbait
3729,clickbait
959,clickbait
6476,not clickbait
9069,not clickbait
15196,clickbait
4675,clickbait
3303,not clickbait
10476,clickbait
1612,not clickbait
8248,clickbait
11065,not clickbait
786,not clickbait
2124,not clickbait
5836,not clickbait
14475,not clickbait
4200,clickbait
6183,not clickbait
1172,not clickbait
13383,clickbait
4579,not clickbait
10920,clickbait
12102,not clickbait
14037,clickbait
8314,clickbait
387,not clickbait
12868,not clickbait
3219,not clickbait
15028,clickbait
10948,not clickbait
13715,not clickbait
3689,clickbait
2564,clickbait
6069,clickbait
7190,clickbait
11307,not clickbait
14349,clickbait
4001,not clickbait
13738,not clickbait
1017,not clickbait
7139,not clickbait
4306,not clickbait
2974,clickbait
2578,not clickbait
6873,not clickbait
7040,not clickbait
10927,clickbait
1471,not clickbait
3645,not clickbait
13776,not clickbait
2801,clickbait
6880,not clickbait
6422,not clickbait
8001,clickbait
6626,clickbait
12612,not clickbait
15728,not clickbait
6079,clickbait
146,not clickbait
9583,clickbait
2039,clickbait
4562,not clickbait
5480,not clickbait
4230,clickbait
5697,not clickbait
9086,clickbait
9839,not clickbait
994,not clickbait
4712,clickbait
11819,clickbait
13520,not clickbait
674,not clickbait
14846,clickbait
13070,clickbait
7467,not clickbait
8606,clickbait
4756,not clickbait
3428,clickbait
3599,not clickbait
10011,clickbait
3568,clickbait
5025,clickbait
6721,clickbait
4034,not clickbait
7836,not clickbait
6668,clickbait
5505,not clickbait
11807,clickbait
4533,clickbait
11631,not clickbait
1194,not clickbait
5306,not clickbait
2423,not clickbait
8108,clickbait
6155,not clickbait
10138,clickbait
10387,clickbait
8402,not clickbait
205,clickbait
10407,not clickbait
4368,clickbait
10869,clickbait
3653,clickbait
2495,not clickbait
3903,clickbait
608,clickbait
13935,not clickbait
5632,clickbait
9577,clickbait
7457,not clickbait
15181,clickbait
2504,not clickbait
14241,clickbait
807,not clickbait
76,not clickbait
2566,not clickbait
13569,clickbait
10654,clickbait
3031,not clickbait
3157,not clickbait
1640,clickbait
9146,not clickbait
6812,clickbait
11070,clickbait
9778,not clickbait
11301,not clickbait
4497,not clickbait
480,not clickbait
3321,not clickbait
6367,not clickbait
208,clickbait
15700,not clickbait
1696,clickbait
8914,not clickbait
11336,not clickbait
11725,clickbait
5317,not clickbait
3788,clickbait
14114,clickbait
10572,clickbait
14948,clickbait
5892,not clickbait
14077,not clickbait
1555,clickbait
13325,not clickbait
15481,not clickbait
13466,not clickbait
9803,not clickbait
9786,clickbait
3530,clickbait
9289,not clickbait
1800,not clickbait
10357,clickbait
5151,clickbait
6733,clickbait
5404,not clickbait
8386,clickbait
2693,clickbait
11211,clickbait
7569,not clickbait
3382,not clickbait
9952,clickbait
13108,not clickbait
10456,clickbait
3951,not clickbait
1903,clickbait
14917,not clickbait
14927,not clickbait
7392,clickbait
594,not clickbait
7656,clickbait
12085,clickbait
3997,clickbait
2979,not clickbait
3438,not clickbait
14580,clickbait
4159,clickbait
6106,clickbait
12157,not clickbait
1134,clickbait
14853,not clickbait
10854,clickbait
7684,clickbait
850,clickbait
7404,not clickbait
718,clickbait
606,clickbait
8827,not clickbait
6953,clickbait
7497,not clickbait
12820,not clickbait
5093,not clickbait
11228,clickbait
1839,clickbait
3559,not clickbait
9617,clickbait
9236,not clickbait
14002,not clickbait
8120,not clickbait
11085,clickbait
3746,clickbait
926,not clickbait
12352,clickbait
3564,clickbait
10386,clickbait
2728,clickbait
11031,clickbait
3010,clickbait
4989,not clickbait
13037,not clickbait
5506,clickbait
7135,clickbait
5045,clickbait
15221,clickbait
3476,clickbait
14900,not clickbait
10007,clickbait
7853,not clickbait
9027,not clickbait
4367,clickbait
9044,not clickbait
11809,clickbait
7760,clickbait
7435,clickbait
8977,not clickbait
10838,not clickbait
6064,clickbait
7846,clickbait
8960,clickbait
14530,not clickbait
7199,not clickbait
10215,not clickbait
12373,not clickbait
10161,not clickbait
6301,clickbait
5547,not clickbait
3102,clickbait
7734,not clickbait
9492,not clickbait
1784,clickbait
6950,not clickbait
9496,not clickbait
13877,not clickbait
8862,not clickbait
13964,clickbait
5601,clickbait
1447,clickbait
135,not clickbait
14240,not clickbait
15464,not clickbait
1091,clickbait
4760,not clickbait
15194,clickbait
10344,clickbait
6134,not clickbait
10027,clickbait
2104,clickbait
1701,not clickbait
9868,not clickbait
15441,not clickbait
4873,clickbait
272,not clickbait
996,clickbait
11212,clickbait
9072,clickbait
6771,clickbait
11013,clickbait
11707,not clickbait
4931,not clickbait
15512,not clickbait
4921,not clickbait
13354,clickbait
4230,not clickbait
753,clickbait
1680,clickbait
11640,not clickbait
8831,not clickbait
11127,clickbait
13829,clickbait
4616,not clickbait
13259,clickbait
10325,clickbait
15343,not clickbait
10584,not clickbait
8490,not clickbait
5168,not clickbait
14851,not clickbait
165,not clickbait
10362,clickbait
12656,clickbait
2425,not clickbait
4310,clickbait
6043,not clickbait
12775,not clickbait
103,not clickbait
10281,not clickbait
3707,clickbait
11166,clickbait
3414,clickbait
14458,clickbait
14688,clickbait
11388,not clickbait
7357,not clickbait
1501,clickbait
8564,not clickbait
15370,not clickbait
10862,clickbait
2961,not clickbait
10857,clickbait
181,clickbait
8299,not clickbait
1839,not clickbait
7816,clickbait
14449,not clickbait
12714,not clickbait
347,not clickbait
9569,not clickbait
4491,clickbait
15131,clickbait
6058,not clickbait
12776,clickbait
10000,not clickbait
13425,not clickbait
7903,not clickbait
4794,clickbait
12839,not clickbait
13750,not clickbait
4536,clickbait
9889,clickbait
9940,not clickbait
6977,not clickbait
9108,not clickbait
1972,clickbait
6024,not clickbait
4382,clickbait
2892,not clickbait
12815,not clickbait
913,not clickbait
4803,clickbait
9861,not clickbait
4819,not clickbait
856,clickbait
3125,clickbait
8713,clickbait
15603,not clickbait
3497,clickbait
7380,not clickbait
3419,clickbait
15211,clickbait
14472,not clickbait
9634,clickbait
11997,clickbait
2545,not clickbait
13576,clickbait
3201,clickbait
4507,clickbait
10191,not clickbait
13492,clickbait
3259,clickbait
13211,not clickbait
11775,clickbait
11466,not clickbait
12300,clickbait
6638,clickbait
13236,clickbait
648,not clickbait
14573,clickbait
2244,not clickbait
8313,not clickbait
458,clickbait
11223,clickbait
11475,clickbait
2664,not clickbait
14718,clickbait
12671,clickbait
2061,not clickbait
6007,clickbait
9091,not clickbait
6520,not clickbait
7084,not clickbait
11484,not clickbait
5186,clickbait
12661,not clickbait
6240,clickbait
5120,not clickbait
2594,clickbait
2145,not clickbait
1443,not clickbait
15564,not clickbait
13615,not clickbait
4439,not clickbait
10994,not clickbait
1329,not clickbait
1737,clickbait
5210,not clickbait
12082,not clickbait
1410,not clickbait
5406,not clickbait
5986,clickbait
12931,clickbait
6559,clickbait
3754,clickbait
12891,clickbait
13563,clickbait
226,not clickbait
13208,clickbait
7250,clickbait
3681,clickbait
9505,not clickbait
12141,not clickbait
13437,clickbait
4428,clickbait
333,clickbait
8082,clickbait
11597,not clickbait
8016,not clickbait
14090,clickbait
8053,clickbait
6830,not clickbait
5745,clickbait
11688,not clickbait
4300,not clickbait
11884,clickbait
14055,clickbait
4721,not clickbait
11124,not clickbait
2291,not clickbait
7240,not clickbait
14576,clickbait
14729,clickbait
15054,not clickbait
4494,not clickbait
1422,clickbait
11288,clickbait
7893,clickbait
3540,not clickbait
5102,clickbait
1904,not clickbait
7351,clickbait
9430,not clickbait
10913,clickbait
7957,not clickbait
5280,not clickbait
10338,not clickbait
11055,not clickbait
1160,not clickbait
13661,not clickbait
10083,not clickbait
11283,not clickbait
10757,clickbait
2275,not clickbait
6836,clickbait
8026,clickbait
15498,not clickbait
11901,not clickbait
11546,clickbait
2263,not clickbait
3017,clickbait
14064,clickbait
3371,not clickbait
7122,not clickbait
9761,not clickbait
5801,not clickbait
9662,not clickbait
1695,clickbait
3224,not clickbait
2098,clickbait
368,not clickbait
14737,not clickbait
1951,clickbait
15856,not clickbait
3573,not clickbait
13252,clickbait
11062,clickbait
3713,clickbait
7764,clickbait
3023,clickbait
1690,clickbait
11693,not clickbait
4450,clickbait
15055,clickbait
8582,not clickbait
12710,not clickbait
3849,not clickbait
12499,not clickbait
12583,not clickbait
8397,clickbait
13838,not clickbait
13053,not clickbait
493,not clickbait
4071,clickbait
1245,clickbait
14616,clickbait
3537,not clickbait
15051,not clickbait
9634,not clickbait
7468,clickbait
15040,clickbait
12216,not clickbait
9393,clickbait
4754,not clickbait
5998,not clickbait
14627,clickbait
8526,not clickbait
10310,clickbait
15927,not clickbait
8350,not clickbait
6207,clickbait
12761,not clickbait
12918,clickbait
2579,not clickbait
13811,not clickbait
13322,clickbait
11827,not clickbait
6282,not clickbait
10612,not clickbait
13902,clickbait
6594,clickbait
8475,clickbait
15152,not clickbait
14914,clickbait
702,not clickbait
43,clickbait
3038,clickbait
2018,not clickbait
13292,not clickbait
1539,not clickbait
14218,not clickbait
1384,clickbait
9081,clickbait
793,not clickbait
8776,clickbait
12074,clickbait
14390,clickbait
13215,not clickbait
10599,not clickbait
8179,clickbait
4585,not clickbait
5627,clickbait
7987,clickbait
9574,not clickbait
8380,not clickbait
8718,clickbait
11170,not clickbait
4799,clickbait
9831,not clickbait
3733,clickbait
6117,not clickbait
15997,not clickbait
89,clickbait
13720,not clickbait
4451,not clickbait
7675,not clickbait
14745,not clickbait
3141,not clickbait
15494,not clickbait
13107,not clickbait
12604,clickbait
7632,clickbait
1971,clickbait
1442,clickbait
7059,not clickbait
12884,not clickbait
13559,clickbait
9020,not clickbait
11010,clickbait
15197,clickbait
13336,clickbait
2979,clickbait
3455,clickbait
4980,clickbait
14266,clickbait
7323,clickbait
14880,clickbait
5618,not clickbait
11590,clickbait
2232,not clickbait
4855,clickbait
587,not clickbait
849,clickbait
11157,clickbait
1106,not clickbait
3708,not clickbait
150,not clickbait
1525,not clickbait
9098,clickbait
2329,not clickbait
4615,clickbait
1191,clickbait
3550,clickbait
3119,clickbait
5116,not clickbait
11099,not clickbait
947,not clickbait
10723,clickbait
12608,not clickbait
14237,clickbait
14045,clickbait
1455,not clickbait
12635,not clickbait
8102,clickbait
13764,clickbait
12076,clickbait
14950,clickbait
5009,clickbait
9808,clickbait
5482,clickbait
5826,not clickbait
2604,not clickbait
1977,clickbait
3146,clickbait
8429,clickbait
7744,clickbait
12294,clickbait
2753,clickbait
7012,clickbait
14751,not clickbait
13222,not clickbait
3685,clickbait
3224,clickbait
5755,clickbait
4891,not clickbait
8803,clickbait
6821,not clickbait
2786,clickbait
7082,clickbait
12104,clickbait
6675,clickbait
2971,not clickbait
3674,clickbait
12804,clickbait
8907,not clickbait
6578,clickbait
4885,clickbait
12488,not clickbait
4813,clickbait
929,not clickbait
473,clickbait
12706,clickbait
10638,not clickbait
1683,not clickbait
13163,clickbait
7569,clickbait
5582,not clickbait
8410,clickbait
13371,not clickbait
8483,not clickbait
2067,not clickbait
12089,clickbait
13130,not clickbait
14763,not clickbait
8333,not clickbait
11593,clickbait
2522,clickbait
12616,not clickbait
2293,not clickbait
14432,not clickbait
13381,not clickbait
9240,clickbait
8267,not clickbait
14091,not clickbait
5312,not clickbait
7926,not clickbait
4197,not clickbait
2045,not clickbait
10114,not clickbait
254,not clickbait
11581,not clickbait
8544,clickbait
15118,not clickbait
1522,not clickbait
2090,not clickbait
11619,not clickbait
7360,clickbait
10432,not clickbait
11479,not clickbait
4417,not clickbait
8144,not clickbait
11224,clickbait
219,clickbait
6739,clickbait
1409,not clickbait
6425,not clickbait
14027,not clickbait
12035,not clickbait
784,clickbait
13755,clickbait
2352,clickbait
5909,clickbait
2539,clickbait
10346,clickbait
3473,clickbait
947,clickbait
1782,not clickbait
11215,clickbait
15202,clickbait
11625,not clickbait
9222,clickbait
9754,clickbait
12012,clickbait
1512,not clickbait
14166,clickbait
11888,clickbait
1640,not clickbait
964,clickbait
10626,not clickbait
10770,not clickbait
9079,clickbait
9156,clickbait
13864,not clickbait
1294,clickbait
4658,clickbait
14266,not clickbait
13202,clickbait
1869,not clickbait
10900,clickbait
7459,clickbait
15827,not clickbait
13781,not clickbait
5227,clickbait
14352,clickbait
11735,clickbait
9649,clickbait
2597,not clickbait
1649,not clickbait
8680,clickbait
8204,not clickbait
10935,not clickbait
1989,not clickbait
13309,clickbait
9011,clickbait
11251,clickbait
8484,not clickbait
10366,clickbait
1402,not clickbait
7644,not clickbait
6968,not clickbait
10072,clickbait
14691,not clickbait
7837,not clickbait
15686,not clickbait
7844,not clickbait
15746,not clickbait
8578,not clickbait
9725,clickbait
4857,clickbait
5897,not clickbait
3675,clickbait
8758,not clickbait
5792,not clickbait
5433,clickbait
6850,not clickbait
12510,not clickbait
4612,not clickbait
2121,not clickbait
7840,clickbait
8653,clickbait
1741,not clickbait
12626,clickbait
1553,not clickbait
6658,clickbait
3094,not clickbait
3152,clickbait
10550,not clickbait
2041,clickbait
11746,not clickbait
2496,clickbait
13832,not clickbait
14815,not clickbait
11899,clickbait
690,clickbait
1258,not clickbait
1639,not clickbait
2021,not clickbait
12808,clickbait
1477,not clickbait
6682,clickbait
14901,clickbait
12614,not clickbait
11514,clickbait
4806,clickbait
4113,clickbait
898,clickbait
560,not clickbait
3430,clickbait
14261,not clickbait
5598,clickbait
2736,clickbait
7322,not clickbait
5276,clickbait
7730,clickbait
13538,clickbait
12871,clickbait
10005,clickbait
66,not clickbait
4102,clickbait
13089,not clickbait
8846,not clickbait
9975,clickbait
15092,not clickbait
14728,clickbait
11598,not clickbait
5528,not clickbait
8950,not clickbait
14265,clickbait
12329,clickbait
8915,not clickbait
5033,clickbait
10123,not clickbait
663,clickbait
34,not clickbait
14206,not clickbait
4319,clickbait
8693,not clickbait
518,clickbait
3960,clickbait
2191,clickbait
13662,not clickbait
7782,clickbait
11711,clickbait
2176,clickbait
2112,not clickbait
9180,clickbait
15945,not clickbait
10565,not clickbait
1643,clickbait
6620,clickbait
7029,not clickbait
5429,not clickbait
4370,clickbait
13727,clickbait
877,clickbait
14415,clickbait
14611,not clickbait
14201,not clickbait
9895,clickbait
7513,not clickbait
6889,clickbait
193,not clickbait
5181,clickbait
10653,clickbait
12794,not clickbait
5728,clickbait
11596,not clickbait
10970,clickbait
7697,not clickbait
8735,clickbait
6621,not clickbait
544,not clickbait
2625,not clickbait
13558,clickbait
7013,clickbait
1333,clickbait
12871,not clickbait
10466,not clickbait
9760,clickbait
4649,not clickbait
13120,clickbait
7285,clickbait
1843,clickbait
2950,clickbait
6404,clickbait
10330,clickbait
223,clickbait
12836,clickbait
3563,not clickbait
1910,clickbait
13891,not clickbait
7716,clickbait
1590,not clickbait
10643,not clickbait
15476,not clickbait
1029,not clickbait
3105,not clickbait
1561,clickbait
10624,clickbait
8681,not clickbait
3939,not clickbait
2528,clickbait
13339,clickbait
1906,clickbait
12353,clickbait
13178,not clickbait
11603,not clickbait
8286,not clickbait
9849,clickbait
13863,clickbait
1810,not clickbait
1209,clickbait
14996,not clickbait
1128,not clickbait
5704,clickbait
1611,not clickbait
224,not clickbait
4025,not clickbait
9598,not clickbait
3982,clickbait
4293,clickbait
15611,not clickbait
12978,not clickbait
5269,not clickbait
15668,not clickbait
